PassengerId	Pclass	Sex	Age	SibSp	Parch	Fare	Embarked
252	3	1	29	1	1	10.4625	1
253	1	0	62	0	0	26.55	1
254	3	0	30	1	0	16.1	1
255	3	1	41	0	2	20.2125	1
256	3	1	29	0	2	15.2458	0
257	1	1	999	0	0	79.2	0
258	1	1	30	0	0	86.5	1
259	1	1	35	0	0	512.3292	0
260	2	1	50	0	1	26	1
261	3	0	999	0	0	7.75	2
262	3	0	3	4	2	31.3875	1
263	1	0	52	1	1	79.65	1
264	1	0	40	0	0	0	1
265	3	1	999	0	0	7.75	2
266	2	0	36	0	0	10.5	1
267	3	0	16	4	1	39.6875	1
268	3	0	25	1	0	7.775	1
269	1	1	58	0	1	153.4625	1
270	1	1	35	0	0	135.6333	1
271	1	0	999	0	0	31	1
272	3	0	25	0	0	0	1
273	2	1	41	0	1	19.5	1
274	1	0	37	0	1	29.7	0
275	3	1	999	0	0	7.75	2
276	1	1	63	1	0	77.9583	1
277	3	1	45	0	0	7.75	1
278	2	0	999	0	0	0	1
279	3	0	7	4	1	29.125	2
280	3	1	35	1	1	20.25	1
281	3	0	65	0	0	7.75	2
282	3	0	28	0	0	7.8542	1
283	3	0	16	0	0	9.5	1
284	3	0	19	0	0	8.05	1
285	1	0	999	0	0	26	1
286	3	0	33	0	0	8.6625	0
287	3	0	30	0	0	9.5	1
288	3	0	22	0	0	7.8958	1
289	2	0	42	0	0	13	1
290	3	1	22	0	0	7.75	2
291	1	1	26	0	0	78.85	1
292	1	1	19	1	0	91.0792	0
293	2	0	36	0	0	12.875	0
294	3	1	24	0	0	8.85	1
295	3	0	24	0	0	7.8958	1
296	1	0	999	0	0	27.7208	0
297	3	0	23.5	0	0	7.2292	0
298	1	1	2	1	2	151.55	1
299	1	0	999	0	0	30.5	1
300	1	1	50	0	1	247.5208	0
301	3	1	999	0	0	7.75	2
302	3	0	999	2	0	23.25	2
303	3	0	19	0	0	0	1
304	2	1	999	0	0	12.35	2
305	3	0	999	0	0	8.05	1
306	1	0	0.92	1	2	151.55	1
307	1	1	999	0	0	110.8833	0
308	1	1	17	1	0	108.9	0
309	2	0	30	1	0	24	0
310	1	1	30	0	0	56.9292	0
311	1	1	24	0	0	83.1583	0
312	1	1	18	2	2	262.375	0
313	2	1	26	1	1	26	1
314	3	0	28	0	0	7.8958	1
315	2	0	43	1	1	26.25	1
316	3	1	26	0	0	7.8542	1
317	2	1	24	1	0	26	1
318	2	0	54	0	0	14	1
319	1	1	31	0	2	164.8667	1
320	1	1	40	1	1	134.5	0
321	3	0	22	0	0	7.25	1
322	3	0	27	0	0	7.8958	1
323	2	1	30	0	0	12.35	2
324	2	1	22	1	1	29	1
325	3	0	999	8	2	69.55	1
326	1	1	36	0	0	135.6333	0
327	3	0	61	0	0	6.2375	1
328	2	1	36	0	0	13	1
329	3	1	31	1	1	20.525	1
330	1	1	16	0	1	57.9792	0
331	3	1	999	2	0	23.25	2
332	1	0	45.5	0	0	28.5	1
333	1	0	38	0	1	153.4625	1
334	3	0	16	2	0	18	1
335	1	1	999	1	0	133.65	1
336	3	0	999	0	0	7.8958	1
337	1	0	29	1	0	66.6	1
338	1	1	41	0	0	134.5	0
339	3	0	45	0	0	8.05	1
340	1	0	45	0	0	35.5	1
341	2	0	2	1	1	26	1
342	1	1	24	3	2	263	1
343	2	0	28	0	0	13	1
344	2	0	25	0	0	13	1
345	2	0	36	0	0	13	1
346	2	1	24	0	0	13	1
347	2	1	40	0	0	13	1
348	3	1	999	1	0	16.1	1
349	3	0	3	1	1	15.9	1
350	3	0	42	0	0	8.6625	1
351	3	0	23	0	0	9.225	1
352	1	0	999	0	0	35	1
353	3	0	15	1	1	7.2292	0
354	3	0	25	1	0	17.8	1
355	3	0	999	0	0	7.225	0
356	3	0	28	0	0	9.5	1
357	1	1	22	0	1	55	1
358	2	1	38	0	0	13	1
359	3	1	999	0	0	7.8792	2
360	3	1	999	0	0	7.8792	2
361	3	0	40	1	4	27.9	1
362	2	0	29	1	0	27.7208	0
363	3	1	45	0	1	14.4542	0
364	3	0	35	0	0	7.05	1
365	3	0	999	1	0	15.5	2
366	3	0	30	0	0	7.25	1
367	1	1	60	1	0	75.25	0
368	3	1	999	0	0	7.2292	0
369	3	1	999	0	0	7.75	2
370	1	1	24	0	0	69.3	0
371	1	0	25	1	0	55.4417	0
372	3	0	18	1	0	6.4958	1
373	3	0	19	0	0	8.05	1
374	1	0	22	0	0	135.6333	0
375	3	1	3	3	1	21.075	1
376	1	1	999	1	0	82.1708	0
377	3	1	22	0	0	7.25	1
378	1	0	27	0	2	211.5	0
379	3	0	20	0	0	4.0125	0
380	3	0	19	0	0	7.775	1
381	1	1	42	0	0	227.525	0
382	3	1	1	0	2	15.7417	0
383	3	0	32	0	0	7.925	1
384	1	1	35	1	0	52	1
385	3	0	999	0	0	7.8958	1
386	2	0	18	0	0	73.5	1
387	3	0	1	5	2	46.9	1
388	2	1	36	0	0	13	1
389	3	0	999	0	0	7.7292	2
390	2	1	17	0	0	12	0
391	1	0	36	1	2	120	1
392	3	0	21	0	0	7.7958	1
393	3	0	28	2	0	7.925	1
394	1	1	23	1	0	113.275	0
395	3	1	24	0	2	16.7	1
396	3	0	22	0	0	7.7958	1
397	3	1	31	0	0	7.8542	1
398	2	0	46	0	0	26	1
399	2	0	23	0	0	10.5	1
400	2	1	28	0	0	12.65	1
401	3	0	39	0	0	7.925	1
402	3	0	26	0	0	8.05	1
403	3	1	21	1	0	9.825	1
404	3	0	28	1	0	15.85	1
405	3	1	20	0	0	8.6625	1
406	2	0	34	1	0	21	1
407	3	0	51	0	0	7.75	1
408	2	0	3	1	1	18.75	1
409	3	0	21	0	0	7.775	1
410	3	1	999	3	1	25.4667	1
411	3	0	999	0	0	7.8958	1
412	3	0	999	0	0	6.8583	2
413	1	1	33	1	0	90	2
414	2	0	999	0	0	0	1
415	3	0	44	0	0	7.925	1
416	3	1	999	0	0	8.05	1
417	2	1	34	1	1	32.5	1
418	2	1	18	0	2	13	1
419	2	0	30	0	0	13	1
420	3	1	10	0	2	24.15	1
421	3	0	999	0	0	7.8958	0
422	3	0	21	0	0	7.7333	2
423	3	0	29	0	0	7.875	1
424	3	1	28	1	1	14.4	1
425	3	0	18	1	1	20.2125	1
426	3	0	999	0	0	7.25	1
427	2	1	28	1	0	26	1
428	2	1	19	0	0	26	1
429	3	0	999	0	0	7.75	2
430	3	0	32	0	0	8.05	1
431	1	0	28	0	0	26.55	1
432	3	1	999	1	0	16.1	1
433	2	1	42	1	0	26	1
434	3	0	17	0	0	7.125	1
435	1	0	50	1	0	55.9	1
436	1	1	14	1	2	120	1
437	3	1	21	2	2	34.375	1
438	2	1	24	2	3	18.75	1
439	1	0	64	1	4	263	1
440	2	0	31	0	0	10.5	1
441	2	1	45	1	1	26.25	1
442	3	0	20	0	0	9.5	1
443	3	0	25	1	0	7.775	1
444	2	1	28	0	0	13	1
445	3	0	999	0	0	8.1125	1
446	1	0	4	0	2	81.8583	1
447	2	1	13	0	1	19.5	1
448	1	0	34	0	0	26.55	1
449	3	1	5	2	1	19.2583	0
450	1	0	52	0	0	30.5	1
451	2	0	36	1	2	27.75	1
452	3	0	999	1	0	19.9667	1
453	1	0	30	0	0	27.75	0
454	1	0	49	1	0	89.1042	0
455	3	0	999	0	0	8.05	1
456	3	0	29	0	0	7.8958	0
457	1	0	65	0	0	26.55	1
458	1	1	999	1	0	51.8625	1
459	2	1	50	0	0	10.5	1
460	3	0	999	0	0	7.75	2
461	1	0	48	0	0	26.55	1
462	3	0	34	0	0	8.05	1
463	1	0	47	0	0	38.5	1
464	2	0	48	0	0	13	1
465	3	0	999	0	0	8.05	1
466	3	0	38	0	0	7.05	1
467	2	0	999	0	0	0	1
468	1	0	56	0	0	26.55	1
469	3	0	999	0	0	7.725	2
470	3	1	0.75	2	1	19.2583	0
471	3	0	999	0	0	7.25	1
472	3	0	38	0	0	8.6625	1
473	2	1	33	1	2	27.75	1
474	2	1	23	0	0	13.7917	0
475	3	1	22	0	0	9.8375	1
476	1	0	999	0	0	52	1
477	2	0	34	1	0	21	1
478	3	0	29	1	0	7.0458	1
479	3	0	22	0	0	7.5208	1
480	3	1	2	0	1	12.2875	1
481	3	0	9	5	2	46.9	1
482	2	0	999	0	0	0	1
483	3	0	50	0	0	8.05	1
484	3	1	63	0	0	9.5875	1
485	1	0	25	1	0	91.0792	0
486	3	1	999	3	1	25.4667	1
487	1	1	35	1	0	90	1
488	1	0	58	0	0	29.7	0
489	3	0	30	0	0	8.05	1
490	3	0	9	1	1	15.9	1
491	3	0	999	1	0	19.9667	1
492	3	0	21	0	0	7.25	1
493	1	0	55	0	0	30.5	1
494	1	0	71	0	0	49.5042	0
495	3	0	21	0	0	8.05	1
496	3	0	999	0	0	14.4583	0
497	1	1	54	1	0	78.2667	0
498	3	0	999	0	0	15.1	1
499	1	1	25	1	2	151.55	1
500	3	0	24	0	0	7.7958	1
501	3	0	17	0	0	8.6625	1
502	3	1	21	0	0	7.75	2
503	3	1	999	0	0	7.6292	2
504	3	1	37	0	0	9.5875	1
505	1	1	16	0	0	86.5	1
506	1	0	18	1	0	108.9	0
507	2	1	33	0	2	26	1
508	1	0	999	0	0	26.55	1
509	3	0	28	0	0	22.525	1
510	3	0	26	0	0	56.4958	1
511	3	0	29	0	0	7.75	2
512	3	0	999	0	0	8.05	1
513	1	0	36	0	0	26.2875	1
514	1	1	54	1	0	59.4	0
515	3	0	24	0	0	7.4958	1
516	1	0	47	0	0	34.0208	1
517	2	1	34	0	0	10.5	1
518	3	0	999	0	0	24.15	2
519	2	1	36	1	0	26	1
520	3	0	32	0	0	7.8958	1
521	1	1	30	0	0	93.5	1
522	3	0	22	0	0	7.8958	1
523	3	0	999	0	0	7.225	0
524	1	1	44	0	1	57.9792	0
525	3	0	999	0	0	7.2292	0
526	3	0	40.5	0	0	7.75	2
527	2	1	50	0	0	10.5	1
528	1	0	999	0	0	221.7792	1
529	3	0	39	0	0	7.925	1
530	2	0	23	2	1	11.5	1
531	2	1	2	1	1	26	1
532	3	0	999	0	0	7.2292	0
533	3	0	17	1	1	7.2292	0
534	3	1	999	0	2	22.3583	0
535	3	1	30	0	0	8.6625	1
536	2	1	7	0	2	26.25	1
537	1	0	45	0	0	26.55	1
538	1	1	30	0	0	106.425	0
539	3	0	999	0	0	14.5	1
540	1	1	22	0	2	49.5	0
541	1	1	36	0	2	71	1
542	3	1	9	4	2	31.275	1
543	3	1	11	4	2	31.275	1
544	2	0	32	1	0	26	1
545	1	0	50	1	0	106.425	0
546	1	0	64	0	0	26	1
547	2	1	19	1	0	26	1
548	2	0	999	0	0	13.8625	0
549	3	0	33	1	1	20.525	1
550	2	0	8	1	1	36.75	1
551	1	0	17	0	2	110.8833	0
552	2	0	27	0	0	26	1
553	3	0	999	0	0	7.8292	2
554	3	0	22	0	0	7.225	0
555	3	1	22	0	0	7.775	1
556	1	0	62	0	0	26.55	1
557	1	1	48	1	0	39.6	0
558	1	0	999	0	0	227.525	0
559	1	1	39	1	1	79.65	1
560	3	1	36	1	0	17.4	1
561	3	0	999	0	0	7.75	2
562	3	0	40	0	0	7.8958	1
563	2	0	28	0	0	13.5	1
564	3	0	999	0	0	8.05	1
565	3	1	999	0	0	8.05	1
566	3	0	24	2	0	24.15	1
567	3	0	19	0	0	7.8958	1
568	3	1	29	0	4	21.075	1
569	3	0	999	0	0	7.2292	0
570	3	0	32	0	0	7.8542	1
571	2	0	62	0	0	10.5	1
572	1	1	53	2	0	51.4792	1
573	1	0	36	0	0	26.3875	1
574	3	1	999	0	0	7.75	2
575	3	0	16	0	0	8.05	1
576	3	0	19	0	0	14.5	1
577	2	1	34	0	0	13	1
578	1	1	39	1	0	55.9	1
579	3	1	999	1	0	14.4583	0
580	3	0	32	0	0	7.925	1
581	2	1	25	1	1	30	1
582	1	1	39	1	1	110.8833	0
583	2	0	54	0	0	26	1
584	1	0	36	0	0	40.125	0
585	3	0	999	0	0	8.7125	0
586	1	1	18	0	2	79.65	1
587	2	0	47	0	0	15	1
588	1	0	60	1	1	79.2	0
589	3	0	22	0	0	8.05	1
590	3	0	999	0	0	8.05	1
591	3	0	35	0	0	7.125	1
592	1	1	52	1	0	78.2667	0
593	3	0	47	0	0	7.25	1
594	3	1	999	0	2	7.75	2
595	2	0	37	1	0	26	1
596	3	0	36	1	1	24.15	1
597	2	1	999	0	0	33	1
598	3	0	49	0	0	0	1
599	3	0	999	0	0	7.225	0
600	1	0	49	1	0	56.9292	0
601	2	1	24	2	1	27	1
602	3	0	999	0	0	7.8958	1
603	1	0	999	0	0	42.4	1
604	3	0	44	0	0	8.05	1
605	1	0	35	0	0	26.55	0
606	3	0	36	1	0	15.55	1
607	3	0	30	0	0	7.8958	1
608	1	0	27	0	0	30.5	1
609	2	1	22	1	2	41.5792	0
610	1	1	40	0	0	153.4625	1
611	3	1	39	1	5	31.275	1
612	3	0	999	0	0	7.05	1
613	3	1	999	1	0	15.5	2
614	3	0	999	0	0	7.75	2
615	3	0	35	0	0	8.05	1
616	2	1	24	1	2	65	1
617	3	0	34	1	1	14.4	1
618	3	1	26	1	0	16.1	1
619	2	1	4	2	1	39	1
620	2	0	26	0	0	10.5	1
621	3	0	27	1	0	14.4542	0
622	1	0	42	1	0	52.5542	1
623	3	0	20	1	1	15.7417	0
624	3	0	21	0	0	7.8542	1
625	3	0	21	0	0	16.1	1
626	1	0	61	0	0	32.3208	1
627	2	0	57	0	0	12.35	2
628	1	1	21	0	0	77.9583	1
629	3	0	26	0	0	7.8958	1
630	3	0	999	0	0	7.7333	2
631	1	0	80	0	0	30	1
632	3	0	51	0	0	7.0542	1
633	1	0	32	0	0	30.5	0
634	1	0	999	0	0	0	1
635	3	1	9	3	2	27.9	1
636	2	1	28	0	0	13	1
637	3	0	32	0	0	7.925	1
638	2	0	31	1	1	26.25	1
639	3	1	41	0	5	39.6875	1
640	3	0	999	1	0	16.1	1
641	3	0	20	0	0	7.8542	1
642	1	1	24	0	0	69.3	0
643	3	1	2	3	2	27.9	1
644	3	0	999	0	0	56.4958	1
645	3	1	0.75	2	1	19.2583	0
646	1	0	48	1	0	76.7292	0
647	3	0	19	0	0	7.8958	1
648	1	0	56	0	0	35.5	0
649	3	0	999	0	0	7.55	1
650	3	1	23	0	0	7.55	1
651	3	0	999	0	0	7.8958	1
652	2	1	18	0	1	23	1
653	3	0	21	0	0	8.4333	1
654	3	1	999	0	0	7.8292	2
655	3	1	18	0	0	6.75	2
656	2	0	24	2	0	73.5	1
657	3	0	999	0	0	7.8958	1
658	3	1	32	1	1	15.5	2
659	2	0	23	0	0	13	1
660	1	0	58	0	2	113.275	0
661	1	0	50	2	0	133.65	1
662	3	0	40	0	0	7.225	0
663	1	0	47	0	0	25.5875	1
664	3	0	36	0	0	7.4958	1
665	3	0	20	1	0	7.925	1
666	2	0	32	2	0	73.5	1
667	2	0	25	0	0	13	1
668	3	0	999	0	0	7.775	1
669	3	0	43	0	0	8.05	1
670	1	1	999	1	0	52	1
671	2	1	40	1	1	39	1
672	1	0	31	1	0	52	1
673	2	0	70	0	0	10.5	1
674	2	0	31	0	0	13	1
675	2	0	999	0	0	0	1
676	3	0	18	0	0	7.775	1
677	3	0	24.5	0	0	8.05	1
678	3	1	18	0	0	9.8417	1
679	3	1	43	1	6	46.9	1
680	1	0	36	0	1	512.3292	0
681	3	1	999	0	0	8.1375	2
682	1	0	27	0	0	76.7292	0
683	3	0	20	0	0	9.225	1
684	3	0	14	5	2	46.9	1
685	2	0	60	1	1	39	1
686	2	0	25	1	2	41.5792	0
687	3	0	14	4	1	39.6875	1
688	3	0	19	0	0	10.1708	1
689	3	0	18	0	0	7.7958	1
690	1	1	15	0	1	211.3375	1
691	1	0	31	1	0	57	1
692	3	1	4	0	1	13.4167	0
693	3	0	999	0	0	56.4958	1
694	3	0	25	0	0	7.225	0
695	1	0	60	0	0	26.55	1
696	2	0	52	0	0	13.5	1
697	3	0	44	0	0	8.05	1
698	3	1	999	0	0	7.7333	2
699	1	0	49	1	1	110.8833	0
700	3	0	42	0	0	7.65	1
701	1	1	18	1	0	227.525	0
702	1	0	35	0	0	26.2875	1
703	3	1	18	0	1	14.4542	0
704	3	0	25	0	0	7.7417	2
705	3	0	26	1	0	7.8542	1
706	2	0	39	0	0	26	1
707	2	1	45	0	0	13.5	1
708	1	0	42	0	0	26.2875	1
709	1	1	22	0	0	151.55	1
710	3	0	999	1	1	15.2458	0
711	1	1	24	0	0	49.5042	0
712	1	0	999	0	0	26.55	1
713	1	0	48	1	0	52	1
714	3	0	29	0	0	9.4833	1
715	2	0	52	0	0	13	1
716	3	0	19	0	0	7.65	1
717	1	1	38	0	0	227.525	0
718	2	1	27	0	0	10.5	1
719	3	0	999	0	0	15.5	2
720	3	0	33	0	0	7.775	1
721	2	1	6	0	1	33	1
722	3	0	17	1	0	7.0542	1
723	2	0	34	0	0	13	1
724	2	0	50	0	0	13	1
725	1	0	27	1	0	53.1	1
726	3	0	20	0	0	8.6625	1
727	2	1	30	3	0	21	1
728	3	1	999	0	0	7.7375	2
729	2	0	25	1	0	26	1
730	3	1	25	1	0	7.925	1
731	1	1	29	0	0	211.3375	1
732	3	0	11	0	0	18.7875	0
733	2	0	999	0	0	0	1
734	2	0	23	0	0	13	1
735	2	0	23	0	0	13	1
736	3	0	28.5	0	0	16.1	1
737	3	1	48	1	3	34.375	1
738	1	0	35	0	0	512.3292	0
739	3	0	999	0	0	7.8958	1
740	3	0	999	0	0	7.8958	1
741	1	0	999	0	0	30	1
742	1	0	36	1	0	78.85	1
743	1	1	21	2	2	262.375	0
744	3	0	24	1	0	16.1	1
745	3	0	31	0	0	7.925	1
746	1	0	70	1	1	71	1
747	3	0	16	1	1	20.25	1
748	2	1	30	0	0	13	1
749	1	0	19	1	0	53.1	1
750	3	0	31	0	0	7.75	2
751	2	1	4	1	1	23	1
752	3	0	6	0	1	12.475	1
753	3	0	33	0	0	9.5	1
754	3	0	23	0	0	7.8958	1
755	2	1	48	1	2	65	1
756	2	0	0.67	1	1	14.5	1
757	3	0	28	0	0	7.7958	1
758	2	0	18	0	0	11.5	1
759	3	0	34	0	0	8.05	1
760	1	1	33	0	0	86.5	1
761	3	0	999	0	0	14.5	1
762	3	0	41	0	0	7.125	1
763	3	0	20	0	0	7.2292	0
764	1	1	36	1	2	120	1
765	3	0	16	0	0	7.775	1
766	1	1	51	1	0	77.9583	1
767	1	0	999	0	0	39.6	0
768	3	1	30.5	0	0	7.75	2
769	3	0	999	1	0	24.15	2
770	3	0	32	0	0	8.3625	1
771	3	0	24	0	0	9.5	1
772	3	0	48	0	0	7.8542	1
